ProductCode,ProductName,Category,Price,Stock
1180,ProductA,Furniture,194.0,56
1181,ProductC,Toys,201.0,16
1182,ProductB,Clothing,88.0,46
1183,ProductE,Toys,168.0,36
1184,ProductC,Furniture,138.0,13
1185,ProductB,Toys,371.0,51
1186,ProductB,Electronics,371.0,65
1187,ProductE,Furniture,380.0,61
1188,ProductD,Electronics,318.0,46
1189,ProductD,Toys,321.0,70
1190,ProductB,Clothing,255.0,21
1191,ProductE,Electronics,97.0,8
1192,ProductE,Furniture,407.0,13
1193,ProductE,Toys,294.0,62
1194,ProductA,Furniture,121.0,71
1195,ProductA,Electronics,285.0,94
1196,ProductE,Electronics,254.0,98
1197,ProductD,Electronics,170.0,77
1198,ProductB,Furniture,462.0,55
1199,ProductB,Furniture,276.0,51
1200,ProductD,Toys,206.0,72
1201,ProductD,Toys,,46
1202,ProductC,Furniture,154.0,40
1203,ProductE,Electronics,177.0,96
1204,ProductB,Clothing,244.0,23
1205,ProductD,Electronics,417.0,20
1206,ProductA,Furniture,409.0,44
1207,ProductA,Clothing,118.0,68
1208,ProductB,Furniture,336.0,19
1209,ProductC,Electronics,392.0,36
1210,ProductA,Clothing,245.0,71
1211,ProductA,Toys,243.0,10
1212,ProductD,Clothing,393.0,61
1213,ProductA,Furniture,180.0,35
1214,ProductD,Furniture,109.0,62
1215,ProductE,Clothing,465.0,4
1216,ProductA,Toys,174.0,30
1217,ProductE,Electronics,129.0,57
1218,ProductD,Toys,246.0,18
1219,ProductD,Clothing,296.0,19
1220,ProductC,Electronics,113.0,62
1221,ProductB,Electronics,428.0,43
1222,ProductE,Furniture,420.0,24
1223,ProductE,Toys,139.0,79
1224,ProductD,Toys,268.0,15
1225,ProductD,Electronics,362.0,86
1226,ProductE,Furniture,472.0,7
1227,ProductE,Clothing,413.0,90
1228,ProductC,Clothing,331.0,25
1229,ProductE,Furniture,118.0,65
1230,ProductD,Furniture,429.0,96
1231,ProductE,Clothing,243.0,24
1232,ProductC,Toys,425.0,30
1233,ProductA,Clothing,322.0,34
1234,ProductA,Electronics,322.0,3
1235,ProductC,Toys,458.0,89
1236,ProductD,Clothing,103.0,1
1237,ProductE,Electronics,313.0,4
1238,ProductD,Electronics,201.0,72
1239,ProductC,Electronics,194.0,56
1240,ProductB,Furniture,496.0,47
1241,ProductD,Electronics,380.0,27
1242,ProductB,Toys,334.0,78
1243,ProductE,Clothing,328.0,91
1244,ProductB,Electronics,488.0,78
1245,ProductC,Toys,261.0,52
1246,ProductB,Clothing,243.0,88
1247,ProductB,Electronics,240.0,89
1248,ProductA,Clothing,114.0,57
1249,ProductD,Electronics,99.0,22
1250,ProductA,Furniture,439.0,16
1251,ProductB,Electronics,409.0,48
1252,ProductE,Furniture,396.0,34
1253,ProductB,Toys,102.0,94
1254,ProductD,Furniture,464.0,21
1255,ProductD,Electronics,249.0,72
1256,ProductC,Toys,444.0,78
1257,ProductD,Furniture,413.0,17
1258,ProductD,Furniture,68.0,29
1259,ProductB,Furniture,396.0,89
1260,ProductA,Toys,230.0,6
1261,ProductB,Clothing,424.0,39
1262,ProductE,Clothing,271.0,76
1263,ProductD,Furniture,81.0,25
1264,ProductB,Toys,439.0,28
1265,ProductA,Toys,113.0,21
1266,ProductC,Clothing,94.0,7
1267,ProductE,Clothing,369.0,16
1268,ProductB,Clothing,325.0,75
1269,ProductB,Furniture,178.0,83
1270,ProductA,Clothing,164.0,83
1271,ProductE,Toys,432.0,74
1272,ProductE,Electronics,333.0,61
1273,ProductB,Electronics,159.0,44
1274,ProductA,Electronics,344.0,96
1275,ProductE,Electronics,292.0,49
1276,ProductE,Clothing,157.0,81
1277,ProductB,Clothing,132.0,36
1278,ProductB,Toys,309.0,72
1279,ProductA,Toys,56.0,15
1280,ProductB,Clothing,199.0,97
1281,ProductE,Clothing,461.0,35
1282,ProductE,Clothing,82.0,2
1283,ProductE,Furniture,469.0,68
1284,ProductB,Furniture,266.0,11
1285,ProductB,Toys,246.0,95
1286,ProductD,Toys,84.0,20
1287,ProductE,Furniture,340.0,62
1288,ProductB,Furniture,165.0,6
1289,ProductC,Clothing,112.0,93
1290,ProductE,Furniture,125.0,23
1291,ProductA,Furniture,262.0,89
1292,ProductB,Toys,158.0,71
1293,ProductA,Furniture,192.0,63
1294,ProductA,Electronics,276.0,20
1295,ProductD,Clothing,132.0,63
1296,ProductB,Clothing,131.0,9
1297,ProductB,Toys,208.0,54
1298,ProductE,Clothing,138.0,5
1299,ProductC,Electronics,380.0,92
1300,ProductD,Clothing,174.0,88
1301,ProductE,Furniture,430.0,63
1302,ProductE,Furniture,205.0,64
1303,ProductE,Toys,111.0,78
1304,ProductA,Furniture,154.0,27
1305,ProductE,Toys,341.0,72
1306,ProductD,Clothing,135.0,87
1307,ProductE,Electronics,82.0,54
1308,ProductE,Furniture,80.0,94
1309,ProductD,Clothing,318.0,49
1310,ProductA,Furniture,413.0,59
1311,ProductE,Clothing,88.0,24
1312,ProductA,Clothing,391.0,42
1313,ProductB,Toys,140.0,33
1314,ProductA,Clothing,221.0,44
1315,ProductA,Furniture,214.0,1
1316,ProductA,Furniture,406.0,14
1317,ProductE,Electronics,141.0,63
1318,ProductC,Electronics,438.0,79
1319,ProductC,Clothing,165.0,55
1320,ProductB,Toys,119.0,29
1321,ProductA,Toys,454.0,18
1322,ProductE,Toys,270.0,43
1323,ProductC,Furniture,114.0,40
1324,ProductB,Furniture,198.0,88
1325,ProductD,Furniture,224.0,72
1326,ProductE,Electronics,353.0,46
1327,ProductE,Clothing,195.0,57
1328,ProductC,Clothing,77.0,74
1329,ProductD,Furniture,448.0,98
1330,ProductD,Furniture,419.0,54
1331,ProductC,Clothing,132.0,78
1332,ProductA,Furniture,237.0,30
1333,ProductA,Clothing,366.0,15
1334,ProductB,Electronics,216.0,80
1335,ProductA,Furniture,364.0,18
1336,ProductB,Clothing,178.0,42
1337,ProductC,Electronics,290.0,32
1338,ProductC,Furniture,209.0,1
1339,ProductE,Electronics,369.0,27
1340,ProductC,Toys,454.0,57
1341,ProductE,Furniture,366.0,75
1342,ProductD,Furniture,196.0,5
1343,ProductA,Electronics,413.0,56
1344,ProductC,Toys,377.0,2
1345,ProductC,Electronics,385.0,16
1346,ProductB,Furniture,429.0,35
1347,ProductA,Toys,286.0,69
1348,ProductA,Toys,465.0,29
1349,ProductB,Clothing,155.0,88
1350,ProductC,Electronics,453.0,44
1351,ProductD,Electronics,175.0,1
1352,ProductE,Clothing,221.0,96
1353,ProductB,Furniture,304.0,38
1354,ProductD,Toys,129.0,98
1355,ProductE,Clothing,244.0,67
1356,ProductD,Clothing,350.0,5
1357,ProductE,Furniture,366.0,45
1358,ProductE,Clothing,438.0,31
1359,ProductD,Clothing,123.0,75
1360,ProductB,Electronics,307.0,6
1361,ProductC,Clothing,236.0,72
1362,ProductC,Toys,152.0,70
1363,ProductB,Toys,172.0,55
1364,ProductA,Clothing,76.0,85
1365,ProductE,Furniture,221.0,6
1366,ProductE,Furniture,102.0,99
1367,ProductA,Electronics,392.0,57
1368,ProductB,Furniture,58.0,1
1369,ProductB,Clothing,414.0,73
1370,ProductA,Clothing,121.0,89
1371,ProductD,Electronics,233.0,70
1372,ProductE,Toys,184.0,72
1373,ProductB,Clothing,433.0,30
1374,ProductC,Clothing,268.0,14
1375,ProductD,Toys,62.0,88
1376,ProductB,Toys,425.0,47
1377,ProductD,Toys,203.0,50
1378,ProductD,Clothing,163.0,87
1379,ProductA,Toys,207.0,3
1380,ProductD,Furniture,400.0,56
1381,ProductB,Furniture,225.0,8
1382,ProductC,Electronics,318.0,42
1383,ProductC,Clothing,95.0,59
1384,ProductE,Toys,223.0,69
1385,ProductD,Furniture,465.0,77
1386,ProductE,Clothing,377.0,25
1387,ProductB,Furniture,140.0,53
1388,ProductC,Furniture,468.0,60
1389,ProductD,Furniture,466.0,12
1390,ProductB,Electronics,288.0,72
1391,ProductD,Clothing,207.0,35
1392,ProductC,Electronics,319.0,54
1393,ProductA,Clothing,236.0,17
1394,ProductE,Toys,283.0,30
1395,ProductA,Furniture,109.0,34
1396,ProductC,Electronics,248.0,16
1397,ProductD,Toys,307.0,56
1398,ProductD,Toys,293.0,70
1399,ProductC,Clothing,354.0,10
1400,ProductB,Clothing,194.0,30
1401,ProductD,Furniture,,23
1402,ProductE,Toys,143.0,36
1403,ProductE,Electronics,64.0,35
1404,ProductC,Electronics,97.0,5
1405,ProductE,Clothing,100.0,12
1406,ProductA,Toys,355.0,28
1407,ProductE,Toys,201.0,66
1408,ProductE,Toys,165.0,97
1409,ProductA,Toys,345.0,29
1410,ProductA,Toys,279.0,70
1411,ProductE,Toys,186.0,34
1412,ProductC,Electronics,388.0,85
1413,ProductD,Furniture,315.0,68
1414,ProductD,Furniture,55.0,43
1415,ProductE,Electronics,255.0,69
1416,ProductD,Clothing,163.0,68
1417,ProductE,Electronics,199.0,37
1418,ProductB,Electronics,320.0,84
1419,ProductB,Electronics,373.0,52
1420,ProductD,Clothing,94.0,85
1421,ProductC,Electronics,344.0,91
1422,ProductC,Electronics,167.0,47
1423,ProductC,Furniture,322.0,69
1424,ProductE,Clothing,82.0,58
1425,ProductD,Electronics,56.0,91
1426,ProductE,Toys,497.0,62
1427,ProductE,Clothing,377.0,26
1428,ProductB,Electronics,326.0,65
1429,ProductE,Furniture,195.0,23
1430,ProductA,Electronics,447.0,9
1431,ProductD,Toys,493.0,59
1432,ProductC,Clothing,297.0,32
1433,ProductE,Furniture,433.0,8
1434,ProductC,Electronics,194.0,77
1435,ProductD,Furniture,271.0,68
1436,ProductD,Clothing,102.0,39
1437,ProductA,Furniture,137.0,8
1438,ProductA,Toys,53.0,72
1439,ProductA,Electronics,202.0,25
1440,ProductC,Electronics,412.0,29
1441,ProductD,Clothing,53.0,91
1442,ProductE,Clothing,185.0,2
1443,ProductE,Clothing,213.0,49
1444,ProductA,Clothing,467.0,37
1445,ProductA,Toys,287.0,35
1446,ProductB,Furniture,196.0,99
1447,ProductA,Electronics,436.0,70
1448,ProductE,Furniture,108.0,79
1449,ProductB,Clothing,365.0,49
1450,ProductB,Toys,215.0,42
1451,ProductE,Toys,121.0,66
1452,ProductA,Clothing,285.0,71
1453,ProductD,Electronics,403.0,35
1454,ProductD,Clothing,403.0,10
1455,ProductC,Toys,65.0,3
1456,ProductE,Furniture,140.0,4
1457,ProductB,Clothing,131.0,77
1458,ProductB,Clothing,388.0,34
1459,ProductC,Furniture,82.0,40
1460,ProductC,Furniture,59.0,11
1461,ProductD,Toys,174.0,62
1462,ProductC,Electronics,437.0,8
1463,ProductE,Clothing,396.0,30
1464,ProductE,Clothing,66.0,11
1465,ProductB,Furniture,254.0,53
1466,ProductD,Furniture,220.0,35
1467,ProductB,Furniture,176.0,32
1468,ProductC,Clothing,309.0,65
1469,ProductE,Clothing,334.0,85
1470,ProductD,Electronics,166.0,83
1471,ProductE,Toys,318.0,72
1472,ProductB,Electronics,140.0,43
1473,ProductA,Clothing,314.0,66
1474,ProductA,Clothing,231.0,68
1475,ProductD,Toys,436.0,3
1476,ProductD,Furniture,458.0,37
1477,ProductE,Furniture,326.0,68
1478,ProductB,Furniture,179.0,84
1479,ProductB,Clothing,67.0,71
1480,ProductC,Electronics,240.0,55
1481,ProductC,Furniture,455.0,94
1482,ProductE,Furniture,191.0,33
1483,ProductE,Toys,232.0,20
1484,ProductD,Furniture,493.0,75
1485,ProductC,Clothing,141.0,36
1486,ProductA,Clothing,103.0,4
1487,ProductA,Toys,343.0,53
1488,ProductA,Toys,465.0,93
1489,ProductB,Toys,275.0,64
1490,ProductA,Clothing,349.0,48
1491,ProductA,Clothing,97.0,58
1492,ProductA,Toys,284.0,68
1493,ProductC,Toys,401.0,35
1494,ProductB,Electronics,70.0,2
1495,ProductD,Electronics,148.0,94
1496,ProductC,Clothing,329.0,15
1497,ProductD,Electronics,425.0,17
1498,ProductC,Clothing,55.0,5
1499,ProductA,Toys,165.0,98
1500,ProductB,Furniture,334.0,99
1501,ProductC,Electronics,51.0,60
1502,ProductB,Electronics,141.0,61
1503,ProductD,Furniture,100.0,50
1504,ProductA,Electronics,314.0,72
1505,ProductD,Electronics,363.0,68
1506,ProductD,Toys,217.0,39
1507,ProductD,Toys,219.0,51
1508,ProductE,Toys,160.0,89
1509,ProductC,Clothing,135.0,97
1510,ProductD,Toys,90.0,50
1511,ProductE,Furniture,351.0,58
1512,ProductC,Electronics,211.0,12
1513,ProductB,Electronics,131.0,12
1514,ProductA,Furniture,186.0,54
1515,ProductC,Furniture,123.0,93
1516,ProductA,Clothing,461.0,70
1517,ProductB,Clothing,395.0,41
1518,ProductB,Furniture,312.0,73
1519,ProductE,Toys,432.0,30
1520,ProductA,Toys,173.0,49
1521,ProductD,Furniture,51.0,50
1522,ProductC,Toys,487.0,13
1523,ProductA,Electronics,71.0,36
1524,ProductD,Electronics,369.0,8
1525,ProductE,Toys,422.0,30
1526,ProductE,Toys,377.0,85
1527,ProductE,Clothing,390.0,3
1528,ProductB,Electronics,356.0,53
1529,ProductA,Clothing,197.0,27
1530,ProductA,Toys,436.0,2
1531,ProductD,Furniture,456.0,24
1532,ProductA,Electronics,446.0,42
1533,ProductC,Furniture,79.0,64
1534,ProductE,Electronics,413.0,50
1535,ProductB,Clothing,218.0,13
1536,ProductE,Electronics,340.0,46
1537,ProductC,Toys,61.0,94
1538,ProductE,Clothing,64.0,62
1539,ProductB,Toys,393.0,32
1540,ProductE,Toys,409.0,76
1541,ProductE,Electronics,280.0,94
1542,ProductA,Electronics,238.0,79
1543,ProductE,Toys,424.0,9
1544,ProductB,Clothing,205.0,42
1545,ProductC,Clothing,272.0,16
1546,ProductA,Electronics,469.0,29
1547,ProductC,Furniture,480.0,58
1548,ProductB,Clothing,319.0,80
1549,ProductE,Clothing,147.0,61
1550,ProductA,Clothing,320.0,90
1551,ProductB,Clothing,302.0,26
1552,ProductB,Clothing,258.0,60
1553,ProductD,Electronics,200.0,49
1554,ProductC,Electronics,110.0,5
1555,ProductD,Electronics,82.0,4
1556,ProductA,Furniture,184.0,87
1557,ProductE,Clothing,344.0,53
1558,ProductA,Clothing,205.0,59
1559,ProductE,Furniture,400.0,99
1560,ProductB,Toys,270.0,80
1561,ProductE,Furniture,387.0,43
1562,ProductA,Clothing,311.0,58
1563,ProductE,Electronics,86.0,32
1564,ProductD,Toys,455.0,74
1565,ProductE,Toys,474.0,66
1566,ProductA,Electronics,442.0,12
1567,ProductC,Electronics,291.0,94
1568,ProductA,Clothing,280.0,29
1569,ProductC,Electronics,312.0,97
1570,ProductE,Clothing,237.0,84
1571,ProductA,Toys,418.0,92
1572,ProductB,Electronics,273.0,1
1573,ProductD,Toys,268.0,32
1574,ProductD,Electronics,429.0,82
1575,ProductC,Clothing,173.0,19
1576,ProductC,Toys,100.0,11
1577,ProductC,Furniture,384.0,26
1578,ProductE,Furniture,53.0,43
1579,ProductD,Furniture,422.0,96
1580,ProductE,Furniture,453.0,43
1581,ProductD,Furniture,360.0,94
1582,ProductB,Furniture,282.0,90
1583,ProductD,Clothing,130.0,9
1584,ProductB,Toys,345.0,70
1585,ProductB,Furniture,455.0,76
1586,ProductD,Furniture,162.0,2
1587,ProductE,Clothing,388.0,49
1588,ProductC,Furniture,131.0,92
1589,ProductD,Electronics,86.0,73
1590,ProductB,Toys,196.0,30
1591,ProductC,Toys,430.0,41
1592,ProductA,Furniture,114.0,44
1593,ProductB,Furniture,132.0,64
1594,ProductA,Furniture,128.0,41
1595,ProductD,Furniture,307.0,19
1596,ProductA,Toys,470.0,58
1597,ProductD,Toys,289.0,19
1598,ProductA,Furniture,363.0,54
1599,ProductC,Furniture,428.0,3
1600,ProductC,Electronics,339.0,71
1601,ProductA,Furniture,,53
1602,ProductA,Toys,234.0,79
1603,ProductB,Toys,301.0,70
1604,ProductE,Electronics,269.0,88
1605,ProductD,Electronics,80.0,18
1606,ProductA,Clothing,279.0,55
1607,ProductB,Electronics,493.0,77
1608,ProductA,Toys,258.0,50
1609,ProductD,Clothing,288.0,92
1610,ProductC,Clothing,379.0,83
1611,ProductC,Electronics,391.0,77
1612,ProductC,Furniture,259.0,34
1613,ProductA,Electronics,443.0,67
1614,ProductA,Clothing,85.0,8
1615,ProductB,Furniture,374.0,34
1616,ProductD,Toys,401.0,54
1617,ProductC,Furniture,91.0,99
1618,ProductC,Electronics,108.0,99
1619,ProductD,Furniture,264.0,24
1620,ProductB,Furniture,219.0,46
1621,ProductB,Furniture,65.0,93
1622,ProductD,Electronics,370.0,24
1623,ProductD,Clothing,347.0,51
1624,ProductC,Furniture,71.0,4
1625,ProductA,Clothing,431.0,86
1626,ProductD,Clothing,373.0,29
1627,ProductB,Furniture,103.0,74
1628,ProductD,Clothing,336.0,3
1629,ProductB,Furniture,466.0,96
1630,ProductC,Furniture,112.0,24
1631,ProductE,Furniture,296.0,34
1632,ProductC,Clothing,60.0,47
1633,ProductE,Clothing,463.0,20
1634,ProductC,Electronics,179.0,84
1635,ProductC,Electronics,475.0,30
1636,ProductA,Toys,136.0,68
1637,ProductB,Furniture,497.0,54
1638,ProductB,Furniture,379.0,42
1639,ProductB,Toys,295.0,84
1640,ProductD,Furniture,211.0,68
1641,ProductD,Toys,449.0,52
1642,ProductD,Furniture,58.0,16
1643,ProductC,Toys,273.0,95
1644,ProductD,Electronics,385.0,84
1645,ProductD,Clothing,162.0,75
1646,ProductD,Clothing,397.0,53
1647,ProductE,Furniture,308.0,35
1648,ProductD,Clothing,213.0,55
1649,ProductB,Clothing,195.0,82
1650,ProductE,Furniture,394.0,83
1651,ProductC,Electronics,217.0,38
1652,ProductA,Electronics,313.0,23
1653,ProductA,Toys,311.0,61
1654,ProductA,Electronics,253.0,60
1655,ProductB,Toys,304.0,65
1656,ProductE,Toys,173.0,28
1657,ProductD,Toys,211.0,93
1658,ProductA,Clothing,302.0,89
1659,ProductE,Toys,234.0,15
1660,ProductB,Clothing,360.0,78
1661,ProductA,Toys,146.0,5
1662,ProductC,Toys,371.0,74
1663,ProductE,Clothing,499.0,21
1664,ProductB,Toys,458.0,57
1665,ProductB,Toys,491.0,55
1666,ProductD,Clothing,168.0,84
1667,ProductA,Furniture,132.0,97
1668,ProductC,Furniture,195.0,96
1669,ProductD,Furniture,128.0,86
1670,ProductB,Clothing,120.0,4
1671,ProductD,Clothing,228.0,90
1672,ProductD,Clothing,349.0,71
1673,ProductC,Clothing,160.0,14
1674,ProductB,Electronics,99.0,72
1675,ProductB,Toys,194.0,72
1676,ProductB,Clothing,248.0,35
1677,ProductC,Electronics,407.0,54
1678,ProductB,Furniture,147.0,37
1679,ProductB,Electronics,254.0,43
1680,ProductA,Clothing,324.0,80
1681,ProductD,Furniture,145.0,94
1682,ProductD,Furniture,408.0,67
1683,ProductE,Toys,442.0,3
1684,ProductD,Furniture,99.0,63
1685,ProductB,Clothing,373.0,57
1686,ProductB,Furniture,417.0,84
1687,ProductE,Toys,146.0,2
1688,ProductA,Clothing,195.0,50
1689,ProductB,Toys,288.0,62
1690,ProductB,Clothing,211.0,5
1691,ProductE,Toys,314.0,31
1692,ProductB,Toys,396.0,55
1693,ProductE,Furniture,132.0,67
1694,ProductA,Toys,214.0,26
1695,ProductB,Clothing,380.0,49
1696,ProductC,Clothing,460.0,3
1697,ProductE,Clothing,324.0,48
1698,ProductD,Furniture,467.0,65
1699,ProductE,Furniture,108.0,19
1700,ProductD,Electronics,62.0,46
1701,ProductC,Clothing,92.0,57
1702,ProductC,Toys,266.0,82
1703,ProductD,Electronics,464.0,31
1704,ProductE,Furniture,431.0,37
1705,ProductD,Furniture,443.0,51
1706,ProductC,Clothing,266.0,55
1707,ProductA,Electronics,198.0,41
1708,ProductA,Clothing,261.0,59
1709,ProductD,Clothing,93.0,82
1710,ProductB,Clothing,206.0,72
1711,ProductA,Clothing,226.0,69
1712,ProductC,Toys,344.0,38
1713,ProductA,Toys,468.0,82
1714,ProductE,Clothing,310.0,39
1715,ProductA,Furniture,88.0,32
1716,ProductD,Clothing,166.0,16
1717,ProductB,Electronics,143.0,58
1718,ProductC,Toys,74.0,85
1719,ProductD,Furniture,202.0,36
1720,ProductB,Clothing,382.0,74
1721,ProductA,Electronics,391.0,49
1722,ProductB,Furniture,237.0,44
1723,ProductD,Toys,368.0,96
1724,ProductE,Toys,368.0,42
1725,ProductB,Electronics,165.0,69
1726,ProductB,Clothing,156.0,98
1727,ProductA,Electronics,293.0,80
1728,ProductA,Clothing,98.0,81
1729,ProductE,Toys,450.0,89
1730,ProductA,Clothing,383.0,21
1731,ProductC,Furniture,281.0,6
1732,ProductD,Clothing,258.0,34
1733,ProductC,Furniture,379.0,28
1734,ProductA,Electronics,53.0,28
1735,ProductE,Furniture,82.0,84
1736,ProductB,Toys,431.0,65
1737,ProductC,Furniture,422.0,20
1738,ProductA,Toys,102.0,93
1739,ProductC,Toys,357.0,8
1740,ProductD,Electronics,225.0,12
1741,ProductD,Electronics,191.0,51
1742,ProductD,Toys,234.0,20
1743,ProductD,Clothing,242.0,21
1744,ProductE,Clothing,116.0,30
