SaleID,ProductName,SaleAmount,Region,SaleDate
62,Laptop,2478,West,2021-01-12
63,Tablet,1989,South,2021-02-27
64,Tablet,2733,West,2021-09-25
65,Monitor,525,South,2021-03-06
66,Tablet,799,West,2020-02-22
67,Phone,1382,East,2021-03-01
68,Monitor,4097,North,2022-06-06
69,Laptop,4904,North,2021-10-01
70,Tablet,2547,South,2020-06-09
71,Phone,3571,East,2022-06-28
72,Laptop,4434,West,2020-12-26
73,Laptop,3263,East,2021-07-18
74,Phone,3059,West,2022-10-31
75,Tablet,4964,West,2022-04-23
76,Tablet,3912,South,2021-12-20
77,Monitor,1754,South,2021-09-20
78,Tablet,3521,South,2021-03-11
79,Monitor,2589,East,2022-05-22
80,Tablet,4357,South,2020-04-17
81,Laptop,2412,South,2021-08-12
82,Tablet,4181,East,2021-11-20
83,Tablet,1652,South,2020-05-16
84,Phone,675,West,2022-10-26
85,Monitor,1921,West,2020-09-29
86,Headphones,2445,East,2022-09-30
87,Tablet,1436,South,2022-08-20
88,Headphones,3882,North,2020-05-21
89,Monitor,3409,South,2022-12-05
90,Phone,4267,West,2022-03-27
91,Phone,2852,West,2020-09-04
92,Laptop,4049,West,2021-07-19
93,Headphones,1814,West,2021-01-22
94,Headphones,4077,South,2022-04-21
95,Laptop,1499,West,2022-02-02
96,Laptop,4743,West,2022-11-22
97,Laptop,503,East,2021-09-24
98,Phone,1150,West,2022-05-04
99,Headphones,3945,East,2022-04-16
100,Monitor,1140,East,2022-11-27
101,Headphones,3644,East,2021-06-06
102,Tablet,2817,East,2021-03-07
103,Laptop,4731,East,2021-11-04
104,Tablet,3568,East,2020-03-05
105,Tablet,3250,West,2022-10-17
106,Headphones,1986,North,2020-03-28
107,Tablet,3199,North,2020-01-05
108,Monitor,2047,East,2021-06-20
109,Laptop,4179,South,2020-02-16
110,Headphones,2784,North,2021-02-23
111,Tablet,4102,West,2022-03-17
112,Laptop,3381,East,2022-04-15
113,Monitor,4733,West,2021-12-16
114,Headphones,2385,North,2021-06-25
115,Phone,2581,South,2020-02-28
116,Phone,4152,North,2022-07-29
117,Monitor,4480,West,2020-09-15
118,Laptop,1043,East,2022-09-28
119,Phone,4274,South,2021-12-11
120,Laptop,4293,West,2021-03-23
121,Monitor,3647,North,2020-01-16
122,Phone,4304,East,2020-08-04
123,Headphones,3168,West,2021-07-14
124,Laptop,3988,North,2022-06-20
125,Monitor,4322,East,2020-10-22
126,Phone,3579,East,2020-01-30
127,Headphones,4517,East,2021-01-23
128,Phone,4021,North,2020-01-09
129,Phone,2944,North,2020-12-14
130,Headphones,667,South,2021-01-27
131,Monitor,1557,South,2022-10-03
132,Phone,2126,North,2022-06-08
133,Laptop,1127,East,2020-05-24
134,Headphones,1776,South,2020-01-09
135,Headphones,1331,South,2022-11-07
136,Monitor,4872,South,2021-01-29
137,Headphones,3064,South,2021-02-07
138,Tablet,4951,East,2020-02-06
139,Headphones,4438,East,2022-09-02
140,Headphones,3672,South,2020-10-29
141,Headphones,4899,West,2022-10-05
142,Phone,3353,North,2022-05-15
143,Monitor,2465,East,2020-06-09
144,Headphones,742,East,2020-11-26
145,Headphones,786,North,2021-08-07
146,Laptop,2638,West,2020-07-13
147,Headphones,2271,East,2020-03-22
148,Headphones,2386,West,2022-07-23
149,Tablet,1271,South,2022-04-24
150,Monitor,2072,East,2022-03-09
151,Monitor,3970,North,2021-12-22
152,Monitor,1809,West,2021-04-08
153,Laptop,1798,West,2021-08-05
154,Monitor,2651,South,2022-01-08
155,Phone,537,West,2022-03-27
156,Monitor,3403,South,2020-05-06
157,Monitor,4295,East,2021-03-20
158,Laptop,983,South,2022-12-30
159,Tablet,696,North,2022-10-27
160,Tablet,2148,West,2022-09-25
161,Laptop,3768,East,2020-07-29
162,Phone,4938,West,2021-01-27
163,Phone,2000,South,2022-08-13
164,Headphones,716,South,2020-05-16
165,Headphones,1403,West,2021-11-27
166,Headphones,3958,West,2021-06-05
167,Monitor,2070,West,2020-04-26
168,Tablet,2461,South,2020-06-14
169,Tablet,3296,East,2020-07-28
170,Tablet,2630,West,2020-03-05
171,Tablet,3405,West,2020-04-05
172,Monitor,643,East,2020-09-07
173,Tablet,4933,West,2021-11-01
174,Monitor,1330,West,2022-04-26
175,Headphones,3870,East,2021-11-19
176,Headphones,1832,South,2021-08-02
177,Headphones,4482,East,2021-09-30
178,Laptop,994,East,2020-06-17
179,Laptop,1384,West,2021-10-16
180,Laptop,3618,North,2021-03-02
181,Tablet,3324,South,2021-07-11
182,Tablet,2313,East,2022-11-03
183,Phone,1136,West,2020-06-23
184,Phone,2368,East,2022-07-20
185,Tablet,1757,West,2022-04-25
186,Headphones,3162,South,2022-05-24
187,Phone,4131,West,2020-01-26
188,Tablet,4924,West,2020-12-05
189,Monitor,1943,North,2022-02-12
190,Headphones,4208,South,2020-10-22
191,Phone,2848,North,2021-02-27
192,Monitor,4146,North,2022-08-15
193,Headphones,2017,West,2022-07-12
194,Headphones,4160,South,2020-07-13
195,Tablet,2377,North,2020-11-13
196,Headphones,2126,North,2021-04-27
197,Headphones,2470,East,2021-11-07
198,Monitor,3267,East,2021-11-17
199,Tablet,4444,West,2021-04-10
200,Tablet,4582,North,2022-08-22
201,Phone,3881,,2020-08-07
202,Laptop,4224,West,2022-05-28
203,Monitor,883,East,2022-08-09
204,Tablet,846,North,2020-12-01
205,Tablet,2406,West,2021-03-15
206,Headphones,4569,East,2020-03-21
207,Monitor,2159,East,2021-09-09
208,Laptop,1715,West,2020-04-28
209,Monitor,2619,West,2022-04-13
210,Phone,2571,South,2022-10-28
211,Laptop,4365,West,2020-08-31
212,Laptop,2656,North,2020-03-16
213,Monitor,3029,East,2022-03-31
214,Laptop,2375,North,2020-06-30
215,Laptop,3059,North,2022-11-17
216,Monitor,2679,West,2022-09-06
217,Headphones,1121,East,2021-12-25
218,Phone,4532,East,2021-07-30
219,Phone,4254,North,2021-07-14
220,Tablet,2478,North,2020-03-10
221,Headphones,2312,North,2020-11-24
222,Phone,3405,South,2022-01-31
223,Laptop,1828,North,2020-06-05
224,Phone,1039,East,2020-10-27
225,Laptop,2140,North,2022-10-13
226,Laptop,1802,East,2020-10-27
227,Phone,2522,South,2022-05-17
228,Phone,955,North,2021-07-15
229,Monitor,2501,West,2022-11-16
230,Headphones,3019,East,2021-01-02
231,Tablet,1858,East,2022-11-27
232,Tablet,4009,West,2022-11-19
233,Tablet,3637,North,2022-12-22
234,Headphones,3516,North,2020-06-13
235,Monitor,3934,East,2022-04-14
236,Tablet,3648,North,2021-10-08
237,Monitor,3240,South,2022-10-06
238,Tablet,4744,East,2020-09-10
239,Tablet,4657,North,2020-08-04
240,Laptop,1150,West,2021-06-23
241,Monitor,4115,West,2022-01-05
242,Headphones,4114,East,2020-01-14
243,Headphones,1250,North,2022-08-31
244,Monitor,591,East,2021-08-21
245,Tablet,765,West,2021-07-04
246,Laptop,3625,South,2022-01-24
247,Tablet,985,West,2021-07-08
248,Headphones,4605,North,2021-10-19
249,Laptop,999,West,2020-05-05
250,Tablet,2693,South,2021-09-28
251,Headphones,2929,North,2020-11-06
252,Monitor,4343,West,2021-05-21
253,Monitor,2379,North,2020-07-18
254,Monitor,1229,South,2021-12-27
255,Phone,2029,North,2021-02-09
256,Laptop,3088,South,2022-12-12
257,Headphones,2358,West,2022-05-22
258,Headphones,3181,West,2022-06-02
259,Tablet,2772,South,2020-08-19
260,Tablet,1865,West,2021-02-06
261,Tablet,2398,South,2022-11-09
262,Monitor,3311,North,2022-05-13
263,Tablet,2237,South,2021-10-04
264,Laptop,3657,West,2022-01-21
265,Monitor,916,South,2020-10-10
266,Laptop,3557,South,2020-10-13
267,Tablet,1653,North,2022-03-25
268,Tablet,936,North,2022-02-23
269,Monitor,3010,South,2021-02-21
270,Phone,4812,North,2021-11-24
271,Tablet,928,West,2022-03-09
272,Monitor,1696,East,2020-11-12
273,Phone,4187,South,2020-11-27
274,Laptop,4435,North,2020-11-29
275,Headphones,508,West,2020-10-25
276,Phone,3010,North,2022-07-20
277,Monitor,4531,North,2022-07-15
278,Laptop,4063,North,2020-01-07
279,Phone,3946,North,2021-06-16
280,Tablet,3593,West,2022-11-18
281,Headphones,2991,South,2022-01-03
282,Phone,4367,North,2020-09-25
283,Tablet,3783,East,2020-08-22
284,Monitor,4425,East,2020-07-21
285,Tablet,4244,North,2021-11-07
286,Laptop,1920,South,2022-01-04
287,Phone,669,East,2022-05-29
288,Monitor,4098,East,2021-08-06
289,Laptop,3231,East,2022-05-22
290,Laptop,3849,South,2021-08-08
291,Laptop,1527,South,2020-03-03
292,Headphones,1040,South,2020-03-28
293,Phone,2122,South,2020-11-13
294,Tablet,2391,South,2020-10-18
295,Headphones,3576,North,2022-09-09
296,Phone,3427,East,2021-07-07
297,Headphones,1178,North,2022-12-30
298,Phone,4732,South,2021-03-18
299,Headphones,2199,North,2022-12-09
300,Phone,3301,North,2021-03-09
301,Phone,1227,East,2020-09-26
302,Phone,3468,West,2020-05-30
303,Phone,2928,South,2021-07-09
304,Laptop,4759,North,2021-05-24
305,Laptop,4077,West,2021-02-02
306,Laptop,1688,North,2020-11-06
307,Monitor,1729,West,2020-11-10
308,Headphones,2927,North,2021-07-04
309,Monitor,2404,South,2022-03-21
310,Headphones,1852,East,2020-06-30
311,Phone,888,West,2021-10-26
312,Monitor,3154,South,2021-09-02
313,Tablet,2965,South,2022-03-01
314,Headphones,3011,North,2021-07-24
315,Phone,1309,West,2021-06-05
316,Headphones,2216,South,2021-10-23
317,Laptop,1671,West,2020-08-15
318,Laptop,3708,West,2022-05-30
319,Tablet,4849,North,2022-05-02
320,Phone,3658,West,2020-04-17
321,Headphones,3167,North,2022-02-19
322,Phone,2267,South,2021-03-09
323,Headphones,1816,West,2021-11-23
324,Headphones,3140,South,2021-10-14
325,Headphones,2562,West,2020-10-08
326,Tablet,4270,South,2021-09-20
327,Headphones,2389,East,2021-05-28
328,Headphones,608,South,2022-11-16
329,Headphones,3052,South,2020-05-26
330,Phone,1696,South,2022-11-02
331,Phone,2044,North,2021-02-15
332,Tablet,4990,South,2020-08-15
333,Laptop,3074,West,2020-07-20
334,Phone,3313,West,2022-02-04
335,Phone,3481,North,2022-07-13
336,Tablet,4294,North,2022-10-25
337,Headphones,3875,West,2021-03-15
338,Monitor,3933,West,2021-11-10
339,Phone,1515,South,2020-04-21
340,Phone,3649,South,2020-11-27
341,Laptop,2608,East,2022-05-18
342,Phone,4525,North,2020-07-13
343,Monitor,944,West,2020-06-15
344,Monitor,959,South,2022-09-28
345,Phone,4699,East,2022-10-22
346,Monitor,2828,South,2022-11-24
347,Phone,4398,East,2021-07-18
348,Monitor,595,East,2021-08-06
349,Headphones,3414,West,2021-06-19
350,Laptop,1685,West,2020-10-17
351,Monitor,4549,North,2022-04-14
352,Headphones,2074,West,2020-08-23
353,Phone,4217,West,2021-05-05
354,Tablet,534,South,2022-12-30
355,Laptop,2842,North,2022-03-22
356,Laptop,3625,West,2020-04-17
357,Laptop,2035,North,2020-10-04
358,Laptop,1582,North,2021-04-14
359,Monitor,842,South,2021-01-06
360,Phone,1338,East,2022-02-11
361,Tablet,1794,West,2021-07-13
362,Laptop,1984,East,2022-11-10
363,Monitor,3729,North,2020-10-18
364,Headphones,980,East,2022-04-19
365,Monitor,2835,West,2021-12-24
366,Monitor,3098,East,2022-01-03
367,Monitor,3070,North,2022-04-10
368,Tablet,2568,South,2022-05-27
369,Headphones,4940,South,2021-07-19
370,Monitor,3754,East,2022-01-26
371,Laptop,4823,North,2022-04-02
372,Headphones,2694,North,2022-01-26
373,Phone,4066,East,2020-04-25
374,Phone,2322,South,2021-05-06
375,Phone,3160,East,2022-12-22
376,Tablet,2728,South,2022-02-24
377,Laptop,3219,East,2021-08-22
378,Monitor,4098,West,2020-02-13
379,Tablet,4528,South,2020-10-28
380,Phone,3848,West,2022-11-26
381,Headphones,2235,East,2021-12-22
382,Monitor,2848,South,2020-08-02
383,Headphones,4638,South,2022-09-28
384,Laptop,819,North,2020-10-18
385,Headphones,2385,North,2020-03-25
386,Headphones,4676,East,2021-05-28
387,Phone,2895,South,2022-06-13
388,Tablet,2436,West,2021-01-18
389,Monitor,1211,West,2021-11-03
390,Phone,3463,West,2020-02-18
391,Monitor,3364,South,2020-08-06
392,Headphones,2610,East,2022-04-12
393,Tablet,3002,East,2022-12-21
394,Tablet,2502,North,2020-05-10
395,Laptop,4931,North,2021-07-25
396,Tablet,3393,West,2020-05-30
397,Laptop,1091,West,2022-12-23
398,Tablet,1277,East,2021-11-20
399,Tablet,3492,East,2022-09-20
400,Tablet,4227,North,2021-06-17
401,Laptop,4559,,2021-01-21
402,Tablet,725,South,2020-01-23
403,Tablet,1189,East,2022-11-21
404,Monitor,1124,East,2022-06-18
405,Phone,2714,North,2021-07-09
406,Monitor,1969,South,2021-12-03
407,Headphones,4076,South,2021-01-09
408,Phone,1081,South,2020-07-19
409,Laptop,3060,West,2021-03-13
410,Monitor,3820,West,2021-04-30
411,Tablet,4988,West,2020-03-07
412,Laptop,4436,South,2021-08-22
413,Tablet,1873,North,2021-07-10
414,Monitor,3025,East,2021-10-22
415,Tablet,4600,East,2020-02-26
416,Laptop,2569,South,2022-12-20
417,Monitor,2470,South,2022-03-31
418,Tablet,3841,South,2020-10-21
419,Monitor,4768,South,2020-07-29
420,Monitor,2492,North,2020-10-27
421,Headphones,3096,North,2021-02-28
422,Phone,681,South,2020-07-31
423,Headphones,4337,South,2020-07-01
424,Headphones,4390,West,2021-01-09
425,Laptop,4888,East,2022-12-19
426,Monitor,2870,South,2022-04-09
427,Laptop,4486,East,2020-10-26
428,Tablet,1721,East,2021-04-08
429,Headphones,1480,South,2022-10-05
430,Monitor,2733,East,2021-02-19
431,Monitor,1954,East,2020-02-15
432,Phone,4823,East,2020-03-11
433,Phone,3891,West,2020-05-15
434,Monitor,1343,East,2022-03-31
435,Laptop,1954,East,2021-03-30
436,Headphones,1639,East,2021-01-09
437,Headphones,4538,East,2022-04-19
438,Monitor,2364,North,2022-02-12
439,Tablet,948,South,2022-09-28
440,Monitor,4093,West,2021-05-01
441,Laptop,3893,West,2021-10-27
442,Phone,2379,East,2021-03-20
443,Monitor,3890,North,2022-09-11
444,Tablet,4503,North,2021-02-05
445,Phone,2944,South,2020-06-18
446,Monitor,4821,South,2020-01-18
447,Headphones,2355,East,2020-05-15
448,Headphones,4498,East,2022-05-10
449,Monitor,4313,East,2020-12-22
450,Phone,1891,South,2022-09-15
451,Phone,3130,South,2022-01-23
452,Headphones,2005,East,2022-04-05
453,Headphones,3363,South,2020-05-12
454,Phone,2524,West,2020-12-08
455,Phone,3616,South,2022-02-15
456,Laptop,1176,West,2020-02-16
457,Tablet,1679,East,2020-04-21
458,Monitor,4935,North,2022-05-04
459,Monitor,3303,North,2021-07-09
460,Phone,3479,South,2022-08-29
461,Monitor,2912,East,2020-01-01
462,Headphones,2109,West,2021-05-21
463,Monitor,4352,West,2020-01-26
464,Tablet,4075,West,2021-06-08
465,Laptop,1563,South,2022-04-16
466,Laptop,2612,North,2020-10-25
467,Phone,1436,East,2021-09-14
468,Phone,2626,East,2020-04-26
469,Tablet,4415,East,2021-12-11
470,Tablet,1016,East,2020-02-18
471,Headphones,3810,North,2020-06-23
472,Headphones,4682,East,2021-02-10
473,Tablet,648,East,2021-02-12
474,Phone,4379,West,2021-01-30
475,Laptop,2783,South,2021-12-29
476,Laptop,2838,West,2020-06-10
477,Laptop,1054,East,2020-01-03
478,Laptop,2778,West,2020-12-11
479,Laptop,4546,North,2022-01-20
480,Laptop,3649,South,2020-12-13
481,Monitor,1836,North,2021-09-07
482,Phone,1498,East,2021-09-07
483,Monitor,865,North,2020-05-06
484,Monitor,1111,South,2020-03-05
485,Monitor,1869,North,2021-06-04
486,Monitor,3188,West,2020-03-29
487,Headphones,3878,West,2020-12-08
488,Headphones,2312,South,2021-10-20
489,Laptop,4701,North,2021-02-04
490,Headphones,2275,East,2020-10-22
491,Tablet,4866,South,2020-07-31
492,Laptop,2434,West,2020-08-03
493,Monitor,4898,South,2022-02-20
494,Laptop,4656,East,2020-05-16
495,Monitor,3820,West,2021-05-25
496,Phone,1383,West,2022-01-31
497,Monitor,1260,West,2022-04-06
498,Monitor,1160,West,2022-01-20
499,Phone,1791,North,2022-01-05
500,Laptop,2911,North,2021-09-20
501,Phone,4651,South,2022-05-16
502,Tablet,2164,East,2021-11-24
503,Monitor,1176,North,2022-06-23
504,Laptop,3865,North,2020-10-31
505,Headphones,2175,South,2022-06-07
506,Phone,2991,South,2021-02-25
507,Laptop,2483,West,2022-12-08
508,Headphones,2115,West,2021-10-27
509,Laptop,2054,East,2022-11-28
510,Monitor,3528,North,2021-07-13
511,Headphones,1676,North,2020-01-21
512,Laptop,4327,North,2020-10-12
513,Headphones,3305,North,2021-08-16
514,Headphones,2180,North,2021-01-09
515,Headphones,2712,South,2021-10-25
516,Phone,2697,South,2020-07-31
517,Headphones,1678,South,2021-05-05
518,Monitor,1573,East,2021-04-16
519,Laptop,1966,East,2022-06-22
520,Headphones,782,South,2021-02-01
521,Tablet,1469,South,2021-09-20
522,Tablet,4569,West,2022-07-31
523,Headphones,4931,North,2021-04-24
524,Monitor,3171,East,2020-02-02
525,Phone,3173,West,2021-10-05
526,Phone,3048,West,2021-06-10
527,Monitor,3027,West,2022-05-22
528,Tablet,3496,East,2020-02-26
529,Laptop,807,East,2020-05-15
530,Headphones,557,West,2020-08-31
531,Headphones,4251,East,2020-10-26
532,Tablet,3502,South,2022-01-04
533,Monitor,3554,West,2022-09-26
534,Headphones,1543,South,2022-10-01
535,Phone,531,East,2020-11-10
536,Headphones,3894,East,2022-12-18
537,Headphones,2901,North,2021-01-28
538,Laptop,2777,West,2020-02-07
539,Tablet,4367,North,2022-11-18
540,Headphones,4232,North,2020-11-23
541,Tablet,4737,West,2021-11-17
542,Monitor,3378,South,2020-09-23
543,Headphones,1268,North,2022-03-17
544,Headphones,3510,West,2022-03-28
545,Phone,4868,North,2020-04-20
546,Phone,3948,South,2020-02-03
547,Laptop,2783,North,2022-05-10
548,Headphones,3163,North,2020-06-12
549,Monitor,4797,West,2021-08-15
550,Laptop,2216,West,2021-03-25
551,Tablet,2362,East,2022-11-19
552,Headphones,2008,South,2020-06-29
553,Phone,2079,South,2022-03-15
554,Headphones,703,South,2022-12-27
555,Laptop,4107,South,2022-07-23
556,Tablet,3021,West,2020-01-15
557,Phone,3915,West,2022-12-17
558,Headphones,4774,South,2022-09-16
559,Phone,2157,East,2021-09-10
560,Laptop,4869,East,2022-05-12
561,Phone,4698,South,2021-12-03
562,Phone,2876,South,2021-10-30
563,Phone,633,West,2021-04-25
564,Tablet,4998,West,2022-12-11
565,Headphones,2686,West,2020-06-24
566,Headphones,1679,West,2020-04-16
567,Tablet,2433,North,2021-10-17
568,Phone,2646,North,2022-06-07
569,Phone,3749,East,2020-09-06
570,Phone,3344,South,2020-09-15
571,Phone,4605,North,2022-03-31
572,Phone,1431,West,2021-06-14
573,Tablet,1347,North,2020-02-25
574,Phone,3312,South,2021-12-07
575,Phone,4092,West,2021-04-02
576,Headphones,4303,East,2022-06-07
577,Monitor,4327,North,2020-08-16
578,Phone,1062,East,2020-10-17
579,Laptop,4228,West,2020-08-14
580,Laptop,3891,West,2022-10-18
581,Monitor,3577,South,2021-10-12
582,Laptop,2604,East,2020-07-12
583,Laptop,1039,North,2022-01-01
584,Headphones,2699,North,2021-03-11
585,Headphones,4633,South,2022-09-21
586,Phone,4212,East,2020-05-02
587,Laptop,4413,North,2022-09-17
588,Headphones,4574,North,2020-12-01
589,Laptop,2979,South,2022-05-28
590,Phone,1992,North,2022-12-09
591,Laptop,2817,North,2021-12-06
592,Tablet,3084,North,2020-10-17
593,Laptop,1224,North,2021-10-09
594,Headphones,3953,East,2021-08-14
595,Monitor,2309,East,2022-11-24
596,Headphones,1772,North,2022-01-21
597,Headphones,1676,North,2020-12-03
598,Headphones,905,East,2020-07-08
599,Phone,4493,East,2021-06-18
600,Monitor,1012,West,2020-02-12
601,Tablet,2783,,2020-03-01
602,Laptop,2545,East,2021-04-24
603,Monitor,3579,North,2021-07-26
604,Monitor,3648,East,2022-12-13
605,Monitor,1119,South,2022-10-15
606,Monitor,3522,East,2022-01-30
607,Laptop,2219,West,2022-11-12
608,Tablet,2082,South,2021-03-03
609,Tablet,1127,East,2020-08-13
610,Monitor,697,North,2021-10-16
611,Headphones,3504,South,2021-03-28
612,Tablet,1013,North,2020-05-15
613,Laptop,3654,West,2020-10-17
614,Phone,2670,North,2021-09-06
615,Laptop,3944,West,2022-12-15
616,Phone,1659,West,2021-05-26
617,Headphones,3074,East,2020-10-19
618,Headphones,3555,West,2022-03-25
619,Monitor,3992,West,2020-01-19
620,Tablet,3902,East,2021-07-21
621,Tablet,1297,West,2022-09-30
622,Tablet,3037,East,2020-08-06
623,Laptop,849,East,2021-05-08
624,Tablet,3036,West,2022-06-13
625,Tablet,1904,West,2021-05-04
626,Laptop,2152,North,2020-12-19
627,Laptop,4081,West,2021-10-15
628,Monitor,4294,South,2020-08-21
629,Phone,4042,South,2020-03-14
630,Laptop,3202,East,2020-02-04
631,Phone,2560,North,2021-02-17
632,Laptop,647,North,2021-04-03
633,Monitor,2666,East,2021-05-31
634,Phone,1126,East,2020-03-25
635,Phone,4507,South,2022-02-28
636,Monitor,2348,West,2022-09-21
637,Phone,3185,North,2021-08-01
638,Monitor,2284,North,2020-12-02
639,Laptop,3116,North,2023-01-01
640,Headphones,810,North,2020-03-22
641,Tablet,2413,East,2021-11-11
642,Phone,4910,East,2022-06-30
643,Laptop,4841,North,2020-10-29
644,Headphones,4854,East,2022-11-07
645,Phone,2179,West,2020-11-17
646,Tablet,4481,West,2021-05-30
647,Phone,1838,South,2021-01-01
648,Tablet,2467,South,2020-10-09
649,Tablet,3816,South,2021-11-07
650,Monitor,4492,East,2020-07-08
651,Monitor,3062,East,2021-08-27
652,Monitor,1054,East,2021-12-12
653,Headphones,1762,West,2021-06-09
654,Monitor,4365,East,2020-02-18
655,Monitor,4098,West,2022-09-15
656,Tablet,4454,West,2021-04-30
657,Laptop,2508,West,2022-06-05
658,Tablet,4070,South,2020-11-28
659,Monitor,4903,South,2021-08-09
660,Monitor,2519,North,2021-12-25
661,Headphones,2180,West,2020-04-21
662,Tablet,1895,North,2021-10-11
663,Monitor,4446,East,2022-07-25
664,Laptop,3062,East,2022-11-14
665,Monitor,1569,North,2020-11-17
666,Headphones,2931,North,2022-07-29
667,Phone,4325,West,2020-04-21
668,Laptop,906,North,2021-02-28
669,Tablet,975,East,2022-12-23
670,Laptop,3535,East,2021-08-27
671,Monitor,3738,South,2022-11-22
672,Laptop,1995,South,2022-02-05
673,Monitor,659,South,2022-03-05
674,Monitor,4797,North,2020-11-10
675,Phone,3081,West,2021-10-22
676,Phone,2912,North,2022-11-02
677,Tablet,2559,South,2021-04-30
678,Phone,1487,South,2022-04-04
679,Laptop,3774,South,2021-01-13
680,Headphones,774,North,2021-02-20
681,Monitor,2123,East,2022-02-22
682,Phone,3795,South,2022-12-11
683,Laptop,1565,North,2021-10-20
684,Phone,846,North,2022-06-26
685,Laptop,1563,North,2022-04-22
686,Laptop,1621,South,2020-06-03
687,Tablet,718,North,2021-03-20
688,Tablet,4249,South,2022-03-26
689,Tablet,2401,South,2022-12-02
690,Monitor,888,East,2021-03-21
691,Tablet,917,East,2021-04-25
692,Tablet,1093,West,2021-04-04
693,Phone,951,West,2022-11-27
694,Phone,1698,East,2022-06-20
695,Tablet,2694,North,2022-03-31
696,Laptop,2663,South,2021-01-26
697,Monitor,972,North,2020-03-23
698,Headphones,2959,East,2020-02-20
699,Laptop,2430,East,2020-10-25
700,Phone,951,West,2022-09-29
701,Tablet,2140,East,2021-04-23
702,Phone,2871,West,2022-01-13
703,Monitor,636,West,2022-02-19
704,Phone,3994,South,2022-09-09
705,Phone,2201,South,2021-03-24
706,Phone,4637,East,2020-10-03
707,Phone,3659,North,2020-09-18
708,Laptop,2501,East,2022-12-25
709,Headphones,1188,West,2022-01-23
710,Phone,2202,East,2020-04-07
711,Headphones,4176,West,2020-03-30
712,Laptop,3776,South,2021-11-03
713,Tablet,1720,East,2021-11-03
714,Monitor,4683,North,2022-05-20
715,Monitor,2181,South,2020-01-23
716,Phone,3884,West,2022-11-13
717,Laptop,3363,East,2021-01-25
718,Headphones,3044,West,2020-05-09
719,Monitor,3127,West,2021-12-08
720,Laptop,4023,South,2021-10-13
721,Laptop,1803,South,2022-11-04
722,Phone,2662,North,2022-04-16
723,Monitor,2087,East,2021-11-02
724,Phone,525,North,2021-04-16
725,Monitor,3698,West,2022-05-06
726,Monitor,1591,East,2020-12-12
727,Laptop,3752,West,2022-01-01
728,Headphones,1717,East,2022-09-06
729,Phone,2817,West,2022-11-17
730,Phone,2829,North,2021-03-02
731,Phone,3448,South,2021-10-05
732,Phone,1179,South,2021-05-09
733,Phone,907,South,2021-11-13
734,Phone,3467,East,2021-09-10
735,Phone,853,North,2021-12-21
736,Monitor,2631,West,2021-05-10
737,Headphones,4823,North,2022-11-16
738,Phone,3173,North,2022-04-04
739,Laptop,3396,North,2022-07-08
740,Laptop,913,West,2020-01-29
741,Phone,697,West,2020-09-24
742,Tablet,4052,North,2021-07-26
743,Laptop,4228,West,2022-10-10
744,Tablet,4376,East,2021-07-25
745,Monitor,1386,East,2020-01-22
746,Headphones,4194,South,2021-01-16
